"Month Year","Homicide (Murder)","Other Homicide","Attempted Murder","Conspiracy to Murder","Manslaughter (excl. by driving)","Driving Causing Death","Manslaughter Unlawful Striking Causing Death","Assault","Grievous Assault","Serious Assault","Serious Assault (Other)","Common Assault'","Sexual Offences","Rape and Attempted Rape","Other Sexual Offences","Robbery","Armed Robbery","Unarmed Robbery","Other Offences Against the Person","Kidnapping & Abduction etc.","Extortion","Stalking","Life Endangering Acts","Voluntary Assisted Dying","Offences Against the Person","Unlawful Entry","Unlawful Entry With Intent - Dwelling","Unlawful Entry Without Violence - Dwelling","Unlawful Entry With Violence - Dwelling","Unlawful Entry With Intent - Shop","Unlawful Entry With Intent - Other","Arson","Other Property Damage","Unlawful Use of Motor Vehicle","Other Theft (excl. Unlawful Entry)","Stealing from Dwellings","Shop Stealing","Vehicles (steal from/enter with intent)","Other Stealing","Fraud","Fraud by Computer","Fraud by Cheque","Fraud by Credit Card","Identity Fraud","Other Fraud","Handling Stolen Goods","Possess Property Suspected Stolen","Receiving Stolen Property","Possess etc. Tainted Property","Other Handling Stolen Goods","Offences Against Property","Drug Offences","Trafficking Drugs","Possess Drugs","Produce Drugs","Sell Supply Drugs","Other Drug Offences","Prostitution Offences","Found in Places Used for Purpose of Prostitution Offences","Have Interest in Premises Used for Prostitution Offences","Knowingly Participate in Provision Prostitution Offences","Public Soliciting","Procuring Prostitution","Permit Minor to be at a Place Used for Prostitution Offences","Advertising Prostitution","Other Prostitution Offences","Liquor (excl. Drunkenness)","Gaming Racing & Betting Offences","Breach Domestic Violence Protection Order","Trespassing and Vagrancy","Weapons Act Offences","Unlawful Possess Concealable Firearm","Unlawful Possess Firearm - Other","Bomb Possess and/or use of","Possess and/or use other weapons; restricted items","Weapons Act Offences - Other","Good Order Offences","Disobey Move-on Direction","Resist Incite Hinder Obstruct Police","Fare Evasion","Public Nuisance","Stock Related Offences","Traffic and Related Offences","Dangerous Operation of a Vehicle","Drink Driving","Disqualified Driving","Interfere with Mechanism of Motor Vehicle","Miscellaneous Offences","Other Offences"
MAY98,0.1740278009,0.3480556019,0.2900463349,0,0,0.058009267,0,36.31380113,1.7112733759,18.388937633,1.6242594755,14.589330646,11.572848763,1.7402780094,9.8325707532,6.0619683995,3.2775235844,2.7844448151,7.8312510424,0.7541204707,0.0290046335,1.3922224075,5.6559035306,0,62.301952737,184.44046436,106.73705124,104.90975933,1.8272919099,20.187224909,57.516188211,3.7125930867,126.77925299,40.05539885,232.38512352,16.097571587,27.061323046,76.862278749,112.36395014,79.704732831,0,11.862895097,11.862895097,0,55.978942636,12.530001668,1.8272919099,5.5978942636,4.7857645259,0.3190509684,679.60756731,80.400844035,0.2030324344,38.489148641,4.32169039,6.2940054674,31.092967101,0.6961112038,0,0,0,0.6671065703,0.0290046335,0,0,0,3.1325004169,0,10.905742192,4.2056718561,9.3394919838,0.4640741358,3.07449115,0.116018534,2.1753475118,3.5095606523,42.027713927,0.5220834028,17.170743026,3.2195143174,21.115373181,0.116018534,72.221537391,3.5385652858,59.894568157,8.3823390787,0.4060648689,2.8134494485,225.85908099
JUN98,0.1740278009,0.5220834028,0.2900463349,0,0.0290046335,0.2030324344,0,35.675699193,1.3342131405,17.431784728,2.1173382448,14.79236308,10.499677323,1.363217774,9.1364595494,6.2359962004,3.0454865165,3.1905096839,7.1931491056,0.6090973033,0.116018534,1.3342131405,5.1338201278,0,60.300633026,176.26115772,99.833948473,98.325707532,1.5082409415,22.362572421,54.064636826,4.0896533221,122.8926321,34.892574089,230.23878065,15.749515985,28.163499119,76.137162912,110.18860263,65.492462421,0,12.559006301,10.760719025,0,42.172737095,14.415302845,2.0303243443,6.7580796032,5.1918293947,0.4350695024,648.28256314,79.53070503,0.4060648689,37.009912333,4.8437737929,4.4667135575,32.804240477,0.9281482717,0.0290046335,0,0,0.6961112038,0.1740278009,0.0290046335,0,0,3.07449115,0.0290046335,9.3975012508,4.4087042905,9.9775939206,0.3770602354,3.3935421184,0.1450231675,2.6104170141,3.4515513853,40.113408117,0.4640741358,15.633497451,2.7554401816,21.260396348,0.2030324344,58.850401352,2.0303243443,49.423895467,7.0191213046,0.3770602354,2.8134494485,209.3264399
JUL98,0.116018534,0.4640741358,0.4060648689,0,0.0290046335,0.0290046335,0,41.186579556,1.4502316745,19.78116004,2.5234031136,17.431784728,15.894539153,2.5524077471,13.342131405,5.5398849966,3.2485189509,2.2913660457,8.6143761466,1.1021760726,0.058009267,1.7112733759,5.7429174311,0,71.815472522,178.17546353,101.80626355,99.920962374,1.8853011769,20.245234176,56.123965804,4.495718191,130.63686924,39.678338615,240.82547187,17.141738393,28.859610323,79.327672596,115.49645056,78.718575292,0,14.183265777,19.926183208,0,44.609126308,14.241275044,3.6545838198,4.7567598924,5.5108803631,0.3190509684,686.77171178,86.201770733,0.3770602354,41.505630524,5.0178015938,3.7415977202,35.559680659,2.3203706792,0.6671065703,0.2320370679,0.4350695024,0.8991436382,0.0870139005,0,0,0,2.958472616,0,12.530001668,4.379699657,11.05076536,0.6381019368,3.1615050504,0.1450231675,2.8714587155,4.2346764896,43.158894633,0.2030324344,17.86685423,2.1753475118,22.913660457,1.3922224075,65.260425353,3.3645374849,54.26766926,7.512200074,0.116018534,2.5524077471,231.80503085
AUG98,0.0870139005,0.3190509684,0.1450231675,0,0,0.1740278009,0,42.346764896,1.5662502085,19.056044203,3.1034957835,18.620974701,18.127895931,1.7692826429,16.358613288,7.1931491056,3.6255791863,3.5675699193,9.1944688164,0.9571529052,0.0870139005,1.3342131405,6.8160888702,0,77.268343618,173.73775461,96.701448056,95.135197848,1.5662502085,20.593289778,56.443016772,3.5385652858,133.30529552,43.12989,236.27174441,17.19974766,26.713267444,81.822071076,110.53665823,91.538623295,0,13.777200908,12.907061903,0,64.854360484,13.197108238,1.8853011769,5.4528710962,5.5978942636,0.2610417014,694.71898136,88.928206281,0.2320370679,42.636811231,4.4667135575,4.2926857565,37.299958668,0.6381019368,0.1740278009,0.0290046335,0.058009267,0.3190509684,0.058009267,0,0,0,3.1905096839,0.058009267,11.311807061,5.2498386617,10.412663423,0.7251158373,2.958472616,0.1450231675,2.4943984802,4.0896533221,52.643409785,0.4060648689,21.492433416,3.3065282179,27.438383282,0.116018534,67.203735797,3.1905096839,56.501026039,7.1061352051,0.4060648689,2.7264355481,242.47873598
SEP98,0.2030324344,0.3480556019,0.2900463349,0,0,0.058009267,0,39.852366416,1.363217774,19.317085904,3.2775235844,15.894539153,12.239955333,1.9723150773,10.267640256,5.9459498655,3.0454865165,2.900463349,10.47067269,0.8411343712,0.4060648689,1.3052085071,7.9182649428,0,69.06003234,161.12073904,92.031702064,90.378437955,1.6532641089,17.460789361,51.628247613,4.1186579556,126.86626689,38.837204243,236.99686025,18.4469469,28.830605689,75.87612121,113.84318645,53.919613658,0,11.224793161,10.151621722,0,32.543198776,10.702709758,1.8853011769,4.4667135575,4.0896533221,0.2610417014,632.56205179,85.09959466,0.4060648689,38.837204243,5.2788432952,6.2650008339,34.312481419,0.2610417014,0,0,0.0290046335,0.0870139005,0.0870139005,0.0290046335,0.0290046335,0,4.1476625891,0,11.920904364,4.8147691594,11.688867297,0.7541204707,3.6255791863,0.1450231675,3.2195143174,3.9446301547,46.639450652,0.3480556019,19.11405347,3.8866208877,23.290720693,0.058009267,63.143087108,2.4363892132,52.643409785,7.8312510424,0.2320370679,2.3203706792,230.09375748
OCT98,0.2030324344,0.6090973033,0.3480556019,0.0290046335,0.0290046335,0.2030324344,0,46.349404317,1.479236308,22.536600222,3.7125930867,18.620974701,15.749515985,2.5234031136,13.226112872,6.1199776664,3.1034957835,3.016481883,9.3394919838,1.0151621722,0.2030324344,1.5082409415,6.6130564358,0,78.370519691,169.88013835,103.37251376,101.60323112,1.7692826429,17.257756927,49.249867666,4.2056718561,125.30001668,42.636811231,240.73845797,17.663821796,26.858290612,77.181329717,119.03501584,53.049474654,0,12.617015568,8.3823390787,0,32.050120007,10.731714391,1.537245575,4.6117367249,4.4667135575,0.116018534,646.54228513,84.287464923,0.2320370679,39.881371049,6.0619683995,4.0606486886,34.051439717,0.5800926698,0.116018534,0,0.2030324344,0.2030324344,0.0290046335,0,0,0.0290046335,4.7567598924,0,13.168103605,4.0316440551,10.441668056,0.5800926698,2.8714587155,0.1740278009,3.3935421184,3.4225467518,51.19317811,0.2900463349,20.390257344,2.4073845797,28.105489852,0.1450231675,66.304592159,2.842454082,54.760748029,8.2953251782,0.4060648689,1.8853011769,236.79382781
NOV98,0.2610417014,0.6381019368,0.6090973033,0,0,0.0290046335,0,44.029033638,1.7692826429,21.231391715,2.8134494485,18.214909832,13.893219442,2.2043521453,11.688867297,7.1061352051,3.3645374849,3.7415977202,9.3394919838,1.1021760726,0.2030324344,1.7692826429,6.2650008339,0,75.267023907,171.8234488,102.93744426,101.02313845,1.9143058104,18.853011769,50.032992771,4.0316440551,128.17147539,43.535954869,242.10167574,18.4469469,25.437063571,77.007301916,121.21036336,49.771951069,0,10.441668056,13.255117505,0,26.075165508,10.267640256,1.537245575,3.4805560188,5.1048154943,0.1450231675,649.70379018,78.776584559,0.2320370679,35.675699193,5.7719220645,5.1628247613,31.934101473,0.9861575387,0.1740278009,0.0290046335,0.1450231675,0.5510880363,0.0870139005,0,0,0,4.1476625891,1.3342131405,11.485834862,5.8299313315,10.238635622,0.5800926698,2.9294679825,0.2900463349,3.0454865165,3.3935421184,55.253826799,0.3770602354,22.014516819,2.5524077471,30.309841997,0.058009267,63.259105642,2.7554401816,52.556395884,7.6282186079,0.3190509684,3.3935421184,234.76350347
DEC98,0.058009267,0.2320370679,0.1740278009,0,0,0.058009267,0,48.756788897,2.0593289778,23.899817996,2.900463349,19.897178574,19.259076637,2.6104170141,16.648659623,6.4680332683,2.9294679825,3.5385652858,8.2953251782,0.3770602354,0.1740278009,1.4502316745,6.2940054674,0,83.069270316,182.35213075,112.85702891,110.3336258,2.5234031136,20.245234176,49.249867666,4.0606486886,127.64939199,44.435098507,243.81294912,19.288081271,29.642735427,76.833274116,118.04885831,59.198456953,0.0290046335,11.688867297,15.604492818,0,31.876092206,13.458149939,2.6684262811,4.1476625891,6.3810193678,0.2610417014,674.96682595,82.315149845,0.4060648689,39.533315447,6.1489822999,3.5965745528,32.630212676,0.5220834028,0.0870139005,0,0.2320370679,0.1450231675,0.058009267,0,0,0,4.8727784264,0.0290046335,13.661182374,4.4667135575,10.47067269,0.4640741358,2.5524077471,0.2030324344,3.8286116207,3.4225467518,60.097600592,0.2610417014,24.856970901,3.016481883,31.963106106,0,72.772625427,2.6974309146,61.228781298,8.5273622461,0.3190509684,5.0468062273,254.25461718
JAN99,0.2284786662,0.5426368323,0.3998376659,0,0.0571196666,0.0856794998,0,43.125348251,2.1134276627,21.419874959,3.1130218274,16.479023802,12.480647143,2.7703038281,9.7103433149,5.9118854888,3.1415816607,2.7703038281,9.2533859824,1.228072831,0.1142393331,1.2851924976,6.6258813208,0,71.542382364,196.74869146,124.46375343,122.15040693,2.3133464956,22.105310958,50.179627071,4.398214325,132.06066908,47.55212241,241.18779204,19.877643962,24.047379621,81.195606013,116.06716245,68.743518703,0,15.279510804,12.223608643,0,41.240399255,12.166488977,1.4565514972,4.8266118242,5.6548469893,0.2284786662,702.857497,76.026276189,0.1142393331,34.871556434,5.2835691566,3.8555774927,31.901333773,0.4283974992,0.0285598333,0,0.0285598333,0.3712778326,0,0,0,0,3.4842996601,0,13.651600307,4.4838938248,12.052249644,0.713995832,3.684218493,0.199918833,3.3700603269,4.0840561589,54.235123397,0.1713589997,21.505554459,3.8270176594,28.731192279,0.0571196666,66.858569706,3.5128594933,54.69208073,8.2537918177,0.3998376659,2.3704661622,233.64799606
FEB99,0.2570384995,0.1713589997,0.0571196666,0.0285598333,0,0.0856794998,0,41.583117254,1.6850301635,20.648759461,2.8559833279,16.393344302,12.880484809,2.2562268291,10.62425798,5.7405264891,2.8845431612,2.8559833279,7.8253943185,0.8567949984,0.1713589997,1.228072831,5.5691674894,0,68.45792037,166.56094768,98.759903479,96.018159484,2.7417439948,19.277887463,48.523156741,3.8270176594,116.32420095,41.354638588,221.42438741,17.193019634,21.819712625,76.711712188,105.69994297,82.109520677,0,15.67934847,12.509206976,0,53.920965231,12.309288143,1.9706284963,4.5695733247,5.3692486565,0.3998376659,643.91000111,72.541976529,0.4569573325,33.129406604,4.9694109906,4.0840561589,29.902145443,1.9135088297,0.2855983328,0,0.1427991664,1.4851113305,0,0,0,0,3.9983766591,0,12.337847977,5.3978084898,11.680971811,0.713995832,3.3129406604,0.1142393331,3.4271799935,4.1126159922,52.978490733,0.2284786662,21.762592959,2.7417439948,28.245675113,0.1713589997,57.148226392,2.2562268291,48.266118242,6.3688428212,0.2570384995,3.5985389932,221.76710541
MAR99,0.0285598333,0.5426368323,0.3998376659,0,0.0285598333,0.1142393331,0,43.268147418,2.0563079961,21.991071625,2.3419063289,16.878861468,23.704661622,2.656064495,21.048597127,6.8258001537,3.3700603269,3.4557398268,8.6536294836,1.2851924976,0.2284786662,1.4565514972,5.6834068225,0,83.023435342,188.06650214,110.69791379,108.41312713,2.2847866623,21.476994626,55.891593727,4.9408511573,133.80281891,50.208186905,255.78186685,20.477400461,26.703444116,88.192765166,120.4082571,64.202505211,0,13.080403642,12.623446309,0,38.49865526,13.194642975,2.1419874959,5.3978084898,5.1978896568,0.4569573325,710.19737415,79.282097183,0.3712778326,36.727945597,4.1126159922,4.7980519909,33.27220577,4.9408511573,0.3427179993,0.0571196666,0.1713589997,4.2839749919,0.0856794998,0,0,0,4.5981331579,0,12.623446309,5.3692486565,9.9673818144,0.7425556653,2.456145662,0.1427991664,3.0844619941,3.5414193266,51.236340903,0.2570384995,23.019225623,3.2558209938,24.704255786,0.2284786662,63.945466712,3.7698979928,52.378734234,7.6254754855,0.1713589997,2.8274234946,235.01886805
APR99,0.199918833,0.3141581661,0.2855983328,0,0,0.0285598333,0,37.270582429,1.3423121641,18.878049797,2.456145662,14.594074806,8.082432818,1.5422309971,6.5402018209,5.626287156,2.4275858287,3.1987013273,7.0828386532,0.713995832,0.1142393331,0.8853548317,5.3692486565,0,58.576218055,174.8147395,103.12955797,101.61588681,1.5136711638,21.476994626,50.208186905,3.684218493,132.08922892,48.780195241,232.90544039,16.907421301,24.018819788,87.221730834,104.75746847,65.259219043,0,10.966975979,12.480647143,0,41.811595921,12.652006143,2.1991071625,4.912291324,5.3406888232,0.199918833,670.18504773,79.025058683,0.6568761654,36.613706264,3.7413381596,6.140364155,31.872773939,2.9131029945,0.1713589997,0.0571196666,0.0856794998,2.456145662,0.1142393331,0,0,0.0285598333,3.7984578261,0,10.252980147,4.6838126578,8.7107491501,0.4283974992,2.4275858287,0.1142393331,2.7131841615,3.0273423276,45.410134914,0.0285598333,19.991883295,3.884137326,21.505554459,0.1142393331,62.774513547,2.5703849951,52.036016235,7.882513985,0.2855983328,2.7988636614,220.48191291
MAY99,0.2284786662,0.4855171657,0.199918833,0,0.1427991664,0.1427991664,0,39.298330592,1.3708719974,19.106528464,2.8274234946,15.993506636,12.709125809,1.7992694966,10.909856313,5.9690051553,3.1130218274,2.8559833279,9.0534671495,1.1995129977,0.1142393331,1.3994318307,6.340282988,0,67.743924538,167.27494352,97.931668314,96.189518484,1.74214983,20.677319294,48.665955908,3.6270988264,150.39608205,49.437071406,260.38000001,16.821741801,25.960888451,104.98594713,112.61142262,67.029928706,0,13.480241308,15.707908304,0,37.841779095,11.852330811,2.0277481628,4.1126159922,5.5406076561,0.1713589997,709.99745532,83.594632008,0.3427179993,38.527215094,3.7984578261,5.3978084898,35.528432599,1.3994318307,0.1713589997,0.0285598333,0.0285598333,1.0852736646,0.0571196666,0,0,0.0285598333,2.970222661,0.0285598333,12.45208731,5.0550904904,9.5961039818,0.6854359987,2.2847866623,0.199918833,3.3700603269,3.0559021609,45.295895581,0.0856794998,18.049814632,3.0559021609,24.104499288,0.0571196666,67.286967206,3.1130218274,55.863033894,7.882513985,0.4283974992,2.5989448284,230.3350554
JUN99,0.199918833,0.4283974992,0.2855983328,0,0.0285598333,0.1142393331,0,34.357479435,1.4851113305,16.907421301,2.3419063289,13.623040474,12.10936931,1.7135899967,10.395779314,6.2260436548,3.5985389932,2.6275046617,7.1399583198,0.9424744982,0.1713589997,1.1709531644,4.8551716574,0,60.461167052,163.33368652,95.075684986,93.533453989,1.5422309971,20.648759461,47.609242076,2.8559833279,130.43275859,42.497031919,249.52726336,17.250139301,28.502713613,96.846394649,106.9280158,72.941814195,0,13.337442141,15.507989471,0,44.096382583,14.422715806,1.8849489964,4.7980519909,7.5112361524,0.2284786662,676.01125372,71.970779863,0.199918833,34.071881102,3.5414193266,3.6270988264,30.530461775,0.5426368323,0.0856794998,0.0285598333,0.0285598333,0.3998376659,0,0,0,0,2.0848678294,0,10.995535812,4.8551716574,9.6532236483,0.4855171657,2.3990259954,0.2284786662,3.8555774927,2.6846243282,39.469689592,0.1713589997,16.964540968,3.0844619941,19.24932763,0.2855983328,57.690863224,2.6846243282,46.324049579,8.4251508173,0.2570384995,2.9987824943,200.54714929
JUL99,0.2284786662,0.3427179993,0.199918833,0,0.0571196666,0.0856794998,0,38.184497094,1.1995129977,18.306853132,2.3990259954,16.279104969,11.880890644,2.0277481628,9.8531424813,4.6838126578,2.656064495,2.0277481628,7.2541976529,0.8282351651,0.1427991664,1.3137523308,4.9694109906,0,62.574594715,168.04605901,98.445745313,97.103433149,1.3423121641,20.391720961,49.20859274,3.6270988264,138.5151914,46.752447078,252.21188769,18.621011298,29.416628277,97.160552816,107.0136953,53.663926731,0,10.995535812,12.594886476,0,30.073504443,17.5928573,2.3990259954,9.4818646487,5.5691674894,0.1427991664,680.40946804,80.510170014,0.5997564989,37.384821762,3.8555774927,5.3121289899,33.35788527,1.3708719974,0.4569573325,0.0856794998,0.2855983328,0.514076999,0,0,0,0.0285598333,3.1130218274,0,12.53776681,5.2550093234,9.7389031482,0.3998376659,2.3990259954,0.2284786662,3.9126971592,2.7988636614,42.925429419,0.2855983328,18.478212132,2.8559833279,21.305635626,0.2284786662,60.975244051,2.656064495,50.750823737,7.3113173195,0.2570384995,2.9987824943,219.65367775
AUG99,0.0856794998,0.3427179993,0.1713589997,0,0,0.1713589997,0,39.269770759,1.7707096633,18.021254799,2.970222661,16.507583635,13.366001975,2.1991071625,11.166894812,5.2835691566,2.3419063289,2.9416628277,8.5393901505,0.6568761654,0.1713589997,1.5422309971,6.1689239883,0,66.88712954,173.38674784,103.8435538,101.58732697,2.2562268291,19.820524296,49.722669739,3.884137326,144.71267523,42.468472086,242.87282221,18.335412965,28.902551278,91.077308327,104.55754963,66.116014041,0,10.081621148,20.477400461,0,35.556992433,12.909044642,2.2276669958,4.7694921576,5.7119666558,0.199918833,686.34991336,83.651751675,0.2284786662,38.84137326,4.3410946584,6.2546034881,33.986201602,1.1138334979,0.2570384995,0.0285598333,0.0571196666,0.7425556653,0.0285598333,0,0,0,3.170141494,0,11.166894812,5.626287156,10.510018647,0.6283163321,2.4847054953,0.0856794998,4.0840561589,3.2272611605,45.752852913,0.2284786662,18.335412965,3.5128594933,23.676101788,0.514076999,62.231876715,3.0273423276,50.522345071,8.5393901505,0.1427991664,3.0844619941,226.8221959
SEP99,0.1427991664,0.3141581661,0.1713589997,0,0.0571196666,0.0856794998,0,41.011920589,1.7135899967,19.33500713,3.0559021609,16.907421301,15.907827136,2.1419874959,13.765839641,5.2550093234,2.3990259954,2.8559833279,9.5961039818,0.9139146649,0.3141581661,1.9706284963,6.3974026545,0,72.227818363,164.33328069,105.50002413,103.01531864,2.4847054953,15.565109137,43.268147418,4.198295492,155.8510102,43.410946584,254.29675552,20.762998794,31.78709444,94.304569488,107.4420928,71.599502031,0,9.6246638151,14.765433805,0,47.20940441,11.566732478,2.0563079961,3.9126971592,5.3692486565,0.2284786662,705.25652299,77.368588353,0.3141581661,36.528026764,5.2264494901,4.1411758255,31.158778108,0.9424744982,0,0,0,0.9424744982,0,0,0,0,2.9416628277,0.0571196666,11.880890644,4.4553339915,10.167300647,0.4855171657,2.456145662,0.2570384995,4.3410946584,2.6275046617,48.380357575,0.0285598333,21.734033125,2.8845431612,23.733221455,0.199918833,60.232688386,2.0563079961,50.065387738,7.9110738183,0.199918833,3.0559021609,219.68223758
OCT99,0.0856794998,0.6568761654,0.5426368323,0,0,0.1142393331,0,46.095570912,1.7707096633,22.305229791,3.8270176594,18.192613799,20.848678294,2.3704661622,18.478212132,6.3974026545,3.170141494,3.2272611605,9.4247449821,0.8853548317,0.1713589997,1.8563891631,6.5116419876,0,83.508952508,178.35615883,113.89661512,112.18302512,1.7135899967,16.536143469,47.923400242,4.8551716574,155.96524954,52.750012067,254.21107602,20.191802128,27.274640782,92.305381158,114.43925195,60.861004718,0,14.422715806,13.537360974,0,32.900927938,14.765433805,2.7988636614,5.4834879896,6.1974838216,0.2855983328,721.76410663,84.765585172,0.3141581661,39.498249425,4.7694921576,4.198295492,35.985389932,0.9995941648,0,0,0,0.9710343315,0.0285598333,0,0,0,3.8555774927,0,13.280322475,5.4549281563,12.052249644,0.7425556653,2.456145662,0.3141581661,4.1411758255,4.398214325,57.74798289,0.199918833,23.961700121,3.5414193266,30.04494461,0,70.428548866,3.3129406604,57.633743557,9.110586816,0.3712778326,2.9987824943,251.58357136
NOV99,0.0571196666,0.3141581661,0.2284786662,0,0,0.0856794998,0,45.324455414,1.8278293299,20.705879127,3.4271799935,19.363566963,14.27991664,2.2562268291,12.023689811,6.1974838216,4.0269364924,2.1705473292,9.8531424813,0.9710343315,0.1142393331,2.0848678294,6.6830009873,0,76.026276189,184.41084348,111.18343096,109.46984096,1.7135899967,20.591639794,52.635772733,3.884137326,154.05174071,51.921776901,258.98056818,23.704661622,28.417034113,92.333940991,114.52493145,84.30862784,0,15.079591971,18.763810464,0,50.465225404,13.965758473,2.8559833279,5.7976461557,5.0265306571,0.2855983328,751.52345291,74.941002524,0.2855983328,35.928270265,4.5695733247,3.2843808271,30.873179775,2.9131029945,0,0,0.0285598333,2.8274234946,0.0571196666,0,0,0,3.0559021609,0.0285598333,12.166488977,5.8547658222,12.36640781,0.5711966656,2.9987824943,0.2570384995,4.1411758255,4.398214325,53.863845564,0,23.761781288,2.9987824943,27.103281782,0.199918833,64.859381377,3.3415004937,53.264089066,8.0538729847,0.199918833,3.0273423276,233.27671822
DEC99,0.1142393331,0.4855171657,0.199918833,0,0.0571196666,0.2284786662,0,47.266524077,2.0563079961,23.219144456,3.170141494,18.820930131,10.995535812,1.5707908304,9.4247449821,4.9694109906,2.2562268291,2.7131841615,7.6540353188,0.4569573325,0.0856794998,1.6279104969,5.4834879896,0,71.485262698,184.61076232,117.58083361,115.52452561,2.0563079961,18.106934299,48.922994407,3.9983766591,161.50585719,51.12210157,265.14949216,21.876832292,29.559427444,93.590573656,120.12265877,54.549281563,0,12.10936931,11.195454645,0,31.244457607,15.165271471,3.2843808271,4.5981331579,7.1113984865,0.1713589997,736.10114294,85.708059671,0.3141581661,41.640236921,4.5410134914,3.8555774927,35.3570736,0.8282351651,0.1427991664,0.0285598333,0.0571196666,0.5711966656,0,0.0285598333,0,0,4.1697356588,0,15.108151805,6.5402018209,13.737279807,0.5426368323,3.1987013273,0.6283163321,4.4267741583,4.9408511573,56.291431393,0.0571196666,24.847054953,3.3700603269,28.017196447,0.0571196666,72.399177363,2.656064495,59.632931887,9.9102621479,0.199918833,3.2558209938,258.09521334
JAN00,0.1123110612,0.4211664795,0.2526998877,0.0280777653,0,0.1403888265,0,43.183603034,1.4600437957,21.002168446,3.0043208873,17.717069905,11.427650478,1.7127436834,9.7149067945,6.0367195399,2.7516209996,3.2850985403,9.0691181925,0.6177108366,0.1123110612,2.1900656935,6.1490306011,0,70.250568785,193.79273611,123.42985627,121.21171281,2.2181434588,18.727869456,51.63501039,4.4924424483,158.33051854,49.866111176,267.49687003,21.760268109,26.449254914,105.48816424,113.79918277,73.900678275,0,10.416850927,26.00001067,0,37.483816678,17.267825661,2.7516209996,6.3455749582,7.8617742845,0.3088554183,765.14718224,87.43416115,0.1965443571,39.673882372,5.2505421115,6.4578860194,35.855306291,1.6285103875,0.280777653,0,0.1403888265,1.1511883774,0,0,0,0.0561555306,4.1555092647,0.0842332959,13.393094049,6.1209528358,12.691149916,0.7580996632,3.5939539586,0.2526998877,4.18358703,3.902809377,60.114495511,0.2526998877,25.663077486,3.2008652444,30.997852893,0.1123110612,70.138257724,2.5831544078,58.794840542,8.6760294783,0.0842332959,3.5097206627,259.38239586
FEB00,0.1403888265,0.3650109489,0.2526998877,0.0280777653,0,0.0842332959,0,41.246237228,1.8812102752,18.784024987,3.3412540709,17.239747895,15.021604437,2.6673877037,12.354216733,5.5593975298,2.8920098261,2.6673877037,8.9006516007,0.6457886019,0.0561555306,1.9373658058,6.2613416623,0,71.233290571,185.2290177,111.27218389,109.75598457,1.5161993263,19.233269232,54.723564573,3.537798428,133.20091859,40.544293096,246.8877903,21.563723752,26.280788323,91.758137007,107.28514122,75.164177713,0,14.151193712,23.388778496,0,37.624205505,12.326138968,2.2742989895,3.9589649076,5.8401751828,0.2526998877,696.89013479,98.665267271,0.3650109489,44.419024708,7.3282967438,4.4924424483,42.060492422,2.7516209996,0.0561555306,0,0.0280777653,2.6112321731,0.0561555306,0,0,0,3.3974096015,0.0280777653,12.522683325,6.51404155,30.745153006,0.5053997754,3.0885541832,0.1684665918,4.2397425606,22.742989895,48.939544921,0.280777653,21.254868334,2.8077765302,24.596122404,0.0842332959,58.514062889,2.8077765302,47.142567942,8.1144741722,0.4492442448,3.2289430097,265.39103763
MAR00,0.2246221224,0.5334775407,0.3930887142,0,0,0.1403888265,0,47.282956768,2.0215991017,22.995689782,3.8747316117,18.390936273,12.719227682,2.414687816,10.304539866,4.7732201013,2.3866100507,2.3866100507,10.332617631,0.7580996632,0.3369331836,2.5269988772,6.7105859072,0,75.866121846,189.77761568,115.68039304,114.10803819,1.5723548569,18.699791691,55.397430941,4.3239758565,139.77111567,47.367190064,264.60486021,21.844501405,26.280788323,96.643668169,119.83590231,105.88125295,0,10.585317519,20.581001966,0,74.714933468,13.758104998,2.976243122,3.5097206627,6.879052499,0.3930887142,765.48411543,102.25922123,0.3930887142,44.447102473,5.5593975298,8.36717406,43.492458453,1.0669550815,0.2246221224,0.0561555306,0.1123110612,0.5896330713,0.0561555306,0.0280777653,0,0,4.6609090401,0.0561555306,12.943849804,6.2051861317,12.915772039,0.5896330713,2.9481653567,0.4211664795,4.6047535095,4.3520536218,52.617732176,0.1403888265,21.844501405,3.0043208873,27.628521057,0.0561555306,63.146894164,2.8639320608,51.073455084,8.9006516007,0.3088554183,2.8077765302,258.73660726
